gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	captionID	pairID	label1	label2	label3	label4	label5
contradiction	( ( ( A woman ) ( in ( an apron ) ) ) ( ( is ( ( carrying ( ( a tray ) ( of ( ice cream ) ) ) ) ( with ( cones ( on top ) ) ) ) ) . ) )	( ( A man ) ( is ( carrying ( ice ( cream sandwiches ) ) ) ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (DT an) (NN apron)))) (VP (VBZ is) (VP (VBG carrying) (NP (NP (DT a) (NN tray)) (PP (IN of) (NP (NN ice) (NN cream)))) (PP (IN with) (NP (NP (NNS cones)) (PP (IN on) (NP (NN top))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG carrying) (NP (NN ice) (NN cream) (NNS sandwiches))))))	A woman in an apron is carrying a tray of ice cream with cones on top.	A man is carrying ice cream sandwiches	3247477917.jpg#3	3247477917.jpg#3r1c	contradiction				
neutral	( ( ( A woman ) ( in ( an apron ) ) ) ( ( is ( ( carrying ( ( a tray ) ( of ( ice cream ) ) ) ) ( with ( cones ( on top ) ) ) ) ) . ) )	( ( An ( ice ( cream ( shop employee ) ) ) ) ( is ( ( carrying ( ice cream ) ) ( to ( the kids ) ) ) ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (DT an) (NN apron)))) (VP (VBZ is) (VP (VBG carrying) (NP (NP (DT a) (NN tray)) (PP (IN of) (NP (NN ice) (NN cream)))) (PP (IN with) (NP (NP (NNS cones)) (PP (IN on) (NP (NN top))))))) (. .)))	(ROOT (S (NP (DT An) (NN ice) (NN cream) (NN shop) (NN employee)) (VP (VBZ is) (VP (VBG carrying) (NP (NN ice) (NN cream)) (PP (TO to) (NP (DT the) (NNS kids)))))))	A woman in an apron is carrying a tray of ice cream with cones on top.	An ice cream shop employee is carrying ice cream to the kids	3247477917.jpg#3	3247477917.jpg#3r1n	neutral				
entailment	( ( ( A woman ) ( in ( an apron ) ) ) ( ( is ( ( carrying ( ( a tray ) ( of ( ice cream ) ) ) ) ( with ( cones ( on top ) ) ) ) ) . ) )	( ( A woman ) ( is ( carrying ( ice ( cream cones ) ) ) ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (DT an) (NN apron)))) (VP (VBZ is) (VP (VBG carrying) (NP (NP (DT a) (NN tray)) (PP (IN of) (NP (NN ice) (NN cream)))) (PP (IN with) (NP (NP (NNS cones)) (PP (IN on) (NP (NN top))))))) (. .)))	(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG carrying) (NP (NN ice) (NN cream) (NNS cones))))))	A woman in an apron is carrying a tray of ice cream with cones on top.	A woman is carrying ice cream cones	3247477917.jpg#3	3247477917.jpg#3r1e	entailment				
neutral	( ( ( ( A pack ) ( of ( black dogs ) ) ) ( running ( in grass ) ) ) . )	( The ( ( ( dogs all ) ( ( ( run and ) play ) together ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN pack)) (PP (IN of) (NP (JJ black) (NNS dogs)))) (VP (VBG running) (PP (IN in) (NP (NN grass)))) (. .)))	(ROOT (S (NP (NNP The)) (VP (VBZ dogs) (RB all) (VP (VB run) (CC and) (VB play) (ADVP (RB together)))) (. .)))	A pack of black dogs running in grass.	The dogs all run and play together.	2763044275.jpg#2	2763044275.jpg#2r1n	neutral				
contradiction	( ( ( ( A pack ) ( of ( black dogs ) ) ) ( running ( in grass ) ) ) . )	( ( The animals ) ( ( run ( around ( an ( indoor enclosure ) ) ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN pack)) (PP (IN of) (NP (JJ black) (NNS dogs)))) (VP (VBG running) (PP (IN in) (NP (NN grass)))) (. .)))	(ROOT (S (NP (DT The) (NNS animals)) (VP (VBP run) (PP (IN around) (NP (DT an) (JJ indoor) (NN enclosure)))) (. .)))	A pack of black dogs running in grass.	The animals run around an indoor enclosure.	2763044275.jpg#2	2763044275.jpg#2r1c	contradiction				
entailment	( ( ( ( A pack ) ( of ( black dogs ) ) ) ( running ( in grass ) ) ) . )	( ( ( The group ) ( of animals ) ) ( ( runs outside ) . ) )	(ROOT (NP (NP (NP (DT A) (NN pack)) (PP (IN of) (NP (JJ black) (NNS dogs)))) (VP (VBG running) (PP (IN in) (NP (NN grass)))) (. .)))	(ROOT (S (NP (NP (DT The) (NN group)) (PP (IN of) (NP (NNS animals)))) (VP (VBZ runs) (ADVP (RB outside))) (. .)))	A pack of black dogs running in grass.	The group of animals runs outside.	2763044275.jpg#2	2763044275.jpg#2r1e	entailment				
entailment	( ( Many ( black dogs ) ) ( ( run ( in ( a ( grassy area ) ) ) ) . ) )	( ( ( A group ) ( of dogs ) ) ( ( are playing ) . ) )	(ROOT (S (NP (JJ Many) (JJ black) (NNS dogs)) (VP (VBP run) (PP (IN in) (NP (DT a) (JJ grassy) (NN area)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS dogs)))) (VP (VBP are) (VP (VBG playing))) (. .)))	Many black dogs run in a grassy area.	A group of dogs are playing.	2763044275.jpg#3	2763044275.jpg#3r1e	entailment				
contradiction	( ( Many ( black dogs ) ) ( ( run ( in ( a ( grassy area ) ) ) ) . ) )	( ( ( Lots ( of dogs ) ) ( sleeping ( in ( a garage ) ) ) ) . )	(ROOT (S (NP (JJ Many) (JJ black) (NNS dogs)) (VP (VBP run) (PP (IN in) (NP (DT a) (JJ grassy) (NN area)))) (. .)))	(ROOT (NP (NP (NP (NNS Lots)) (PP (IN of) (NP (NNS dogs)))) (VP (VBG sleeping) (PP (IN in) (NP (DT a) (NN garage)))) (. .)))	Many black dogs run in a grassy area.	Lots of dogs sleeping in a garage.	2763044275.jpg#3	2763044275.jpg#3r1c	contradiction				
neutral	( ( Many ( black dogs ) ) ( ( run ( in ( a ( grassy area ) ) ) ) . ) )	( ( ( A pack ) ( of ( wild dogs ) ) ) ( ( play ( in ( a field ) ) ) . ) )	(ROOT (S (NP (JJ Many) (JJ black) (NNS dogs)) (VP (VBP run) (PP (IN in) (NP (DT a) (JJ grassy) (NN area)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN pack)) (PP (IN of) (NP (JJ wild) (NNS dogs)))) (VP (VBP play) (PP (IN in) (NP (DT a) (NN field)))) (. .)))	Many black dogs run in a grassy area.	A pack of wild dogs play in a field.	2763044275.jpg#3	2763044275.jpg#3r1n	neutral				
neutral	( ( A man ) ( ( is ( ( walking ( on ( ( the roof ) ( of ( a building ) ) ) ) ) ( under construction ) ) ) . ) )	( ( Man ( ( walking ( on ( a roof ) ) ) ( during ( his lunch ) ) ) ) ( break . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG walking) (PP (IN on) (NP (NP (DT the) (NN roof)) (PP (IN of) (NP (DT a) (NN building))))) (PP (IN under) (NP (NN construction))))) (. .)))	(ROOT (S (NP (NP (NNP Man)) (VP (VBG walking) (PP (IN on) (NP (DT a) (NN roof))) (PP (IN during) (NP (PRP$ his) (NN lunch))))) (VP (VBP break)) (. .)))	A man is walking on the roof of a building under construction.	Man walking on a roof during his lunch break.	893808757.jpg#2	893808757.jpg#2r1n	neutral				
entailment	( ( A man ) ( ( is ( ( walking ( on ( ( the roof ) ( of ( a building ) ) ) ) ) ( under construction ) ) ) . ) )	( ( Man ( walking ( on ( a roof ) ) ) ) . )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG walking) (PP (IN on) (NP (NP (DT the) (NN roof)) (PP (IN of) (NP (DT a) (NN building))))) (PP (IN under) (NP (NN construction))))) (. .)))	(ROOT (NP (NP (NNP Man)) (VP (VBG walking) (PP (IN on) (NP (DT a) (NN roof)))) (. .)))	A man is walking on the roof of a building under construction.	Man walking on a roof.	893808757.jpg#2	893808757.jpg#2r1e	entailment				
contradiction	( ( A man ) ( ( is ( ( walking ( on ( ( the roof ) ( of ( a building ) ) ) ) ) ( under construction ) ) ) . ) )	( Man ( ( is ( snorkeling ( in ( the ( great ( barrier reef ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG walking) (PP (IN on) (NP (NP (DT the) (NN roof)) (PP (IN of) (NP (DT a) (NN building))))) (PP (IN under) (NP (NN construction))))) (. .)))	(ROOT (S (NP (NNP Man)) (VP (VBZ is) (VP (VBG snorkeling) (PP (IN in) (NP (DT the) (JJ great) (NN barrier) (NN reef))))) (. .)))	A man is walking on the roof of a building under construction.	Man is snorkeling in the great barrier reef.	893808757.jpg#2	893808757.jpg#2r1c	contradiction				
entailment	( ( ( A man ) ( wearing ( ( a ( black hat ) ) ( ( standing next ) ( to ( a ( black pole ) ) ) ) ) ) ) . )	( ( ( A guy ) ( in ( a hat ) ) ) ( ( is ( standing ( by ( a pole ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (NP (DT a) (JJ black) (NN hat)) (VP (VBG standing) (ADVP (JJ next)) (PP (TO to) (NP (DT a) (JJ black) (NN pole)))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN guy)) (PP (IN in) (NP (DT a) (NN hat)))) (VP (VBZ is) (VP (VBG standing) (PP (IN by) (NP (DT a) (NN pole))))) (. .)))	A man wearing a black hat standing next to a black pole.	A guy in a hat is standing by a pole.	893808757.jpg#3	893808757.jpg#3r1e	entailment				
contradiction	( ( ( A man ) ( wearing ( ( a ( black hat ) ) ( ( standing next ) ( to ( a ( black pole ) ) ) ) ) ) ) . )	( ( ( A man ) ( in ( a coat ) ) ) ( ( sits ( ontop ( of ( a ( fire hydrant ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (NP (DT a) (JJ black) (NN hat)) (VP (VBG standing) (ADVP (JJ next)) (PP (TO to) (NP (DT a) (JJ black) (NN pole)))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (NN coat)))) (VP (VBZ sits) (NP (NP (NN ontop)) (PP (IN of) (NP (DT a) (NN fire) (NN hydrant))))) (. .)))	A man wearing a black hat standing next to a black pole.	A man in a coat sits ontop of a fire hydrant.	893808757.jpg#3	893808757.jpg#3r1c	contradiction	contradiction	contradiction	contradiction	contradiction
neutral	( ( ( A man ) ( wearing ( ( a ( black hat ) ) ( ( standing next ) ( to ( a ( black pole ) ) ) ) ) ) ) . )	( ( ( A man ) ( in ( a ( black hat ) ) ) ) ( ( is ( ( standing next ) ( to ( a ( street light ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (NP (DT a) (JJ black) (NN hat)) (VP (VBG standing) (ADVP (JJ next)) (PP (TO to) (NP (DT a) (JJ black) (NN pole)))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ black) (NN hat)))) (VP (VBZ is) (VP (VBG standing) (ADVP (JJ next)) (PP (TO to) (NP (DT a) (NN street) (NN light))))) (. .)))	A man wearing a black hat standing next to a black pole.	A man in a black hat is standing next to a street light.	893808757.jpg#3	893808757.jpg#3r1n	neutral				
neutral	( ( ( A man ) ( with ( a ( light ( colored shirt ) ) ) ) ) ( ( ( ( ( is lean ) ( against ( a post ) ) ) , ) ( looking ( at ( ( another person ) ( that ( is ( standing ( below him ) ) ) ) ) ) ) ) . ) )	( ( The man ) ( ( is ( waiting ( for someone ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ light) (JJ colored) (NN shirt)))) (VP (VBZ is) (ADJP (JJ lean)) (PP (IN against) (NP (DT a) (NN post))) (, ,) (VP (VBG looking) (PP (IN at) (NP (NP (DT another) (NN person)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN below) (NP (PRP him))))))))))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG waiting) (PP (IN for) (NP (NN someone))))) (. .)))	A man with a light colored shirt is lean against a post, looking at another person that is standing below him.	The man is waiting for someone.	893808757.jpg#0	893808757.jpg#0r1n	neutral				
entailment	( ( ( A man ) ( with ( a ( light ( colored shirt ) ) ) ) ) ( ( ( ( ( is lean ) ( against ( a post ) ) ) , ) ( looking ( at ( ( another person ) ( that ( is ( standing ( below him ) ) ) ) ) ) ) ) . ) )	( ( ( The man ) ( in shirt ) ) ( ( is ( leaning casually ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ light) (JJ colored) (NN shirt)))) (VP (VBZ is) (ADJP (JJ lean)) (PP (IN against) (NP (DT a) (NN post))) (, ,) (VP (VBG looking) (PP (IN at) (NP (NP (DT another) (NN person)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN below) (NP (PRP him))))))))))) (. .)))	(ROOT (S (NP (NP (DT The) (NN man)) (PP (IN in) (NP (NN shirt)))) (VP (VBZ is) (VP (VBG leaning) (ADVP (RB casually)))) (. .)))	A man with a light colored shirt is lean against a post, looking at another person that is standing below him.	The man in shirt is leaning casually.	893808757.jpg#0	893808757.jpg#0r1e	entailment	neutral	entailment	entailment	neutral
contradiction	( ( ( A man ) ( with ( a ( light ( colored shirt ) ) ) ) ) ( ( ( ( ( is lean ) ( against ( a post ) ) ) , ) ( looking ( at ( ( another person ) ( that ( is ( standing ( below him ) ) ) ) ) ) ) ) . ) )	( ( The man ) ( ( is ( ( walking down ) ( the street ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ light) (JJ colored) (NN shirt)))) (VP (VBZ is) (ADJP (JJ lean)) (PP (IN against) (NP (DT a) (NN post))) (, ,) (VP (VBG looking) (PP (IN at) (NP (NP (DT another) (NN person)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN below) (NP (PRP him))))))))))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG walking) (PRT (RP down)) (NP (DT the) (NN street)))) (. .)))	A man with a light colored shirt is lean against a post, looking at another person that is standing below him.	The man is walking down the street.	893808757.jpg#0	893808757.jpg#0r1c	contradiction				
entailment	( ( A man ) ( ( unlocks ( a ( blue ( garage door ) ) ) ) . ) )	( ( A man ) ( ( unlocks ( a door ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ unlocks) (NP (DT a) (JJ blue) (NN garage) (NN door))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ unlocks) (NP (DT a) (NN door))) (. .)))	A man unlocks a blue garage door.	A man unlocks a door.	4624487350.jpg#4	4624487350.jpg#4r1e	entailment				
contradiction	( ( A man ) ( ( unlocks ( a ( blue ( garage door ) ) ) ) . ) )	( ( A woman ) ( ( calls ( ( the cops ) ( when ( someone ( breaks ( into ( her house ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ unlocks) (NP (DT a) (JJ blue) (NN garage) (NN door))) (. .)))	(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ calls) (NP (NP (DT the) (NNS cops)) (SBAR (WHADVP (WRB when)) (S (NP (NN someone)) (VP (VBZ breaks) (PP (IN into) (NP (PRP$ her) (NN house)))))))) (. .)))	A man unlocks a blue garage door.	A woman calls the cops when someone breaks into her house.	4624487350.jpg#4	4624487350.jpg#4r1c	contradiction				
neutral	( ( A man ) ( ( unlocks ( a ( blue ( garage door ) ) ) ) . ) )	( ( A man ) ( ( ( unlocks ( a door ) ) ( to ( ( his ( girlfriend 's ) ) house ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ unlocks) (NP (DT a) (JJ blue) (NN garage) (NN door))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ unlocks) (NP (DT a) (NN door)) (PP (TO to) (NP (NP (PRP$ his) (NN girlfriend) (POS 's)) (NN house)))) (. .)))	A man unlocks a blue garage door.	A man unlocks a door to his girlfriend's house.	4624487350.jpg#4	4624487350.jpg#4r1n	neutral				
entailment	( ( ( A man ) ( bending ( to ( ( pick something ) up ) ) ) ) . )	( ( A man ) ( ( is ( ( picking something ) up ) ) . ) )	(ROOT (NP (NP (DT A) (NN man)) (VP (VBG bending) (S (VP (TO to) (VP (VB pick) (NP (NN something)) (PRT (RP up)))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG picking) (NP (NN something)) (PRT (RP up)))) (. .)))	A man bending to pick something up.	A man is picking something up.	4624487350.jpg#3	4624487350.jpg#3r1e	entailment				
contradiction	( ( ( A man ) ( bending ( to ( ( pick something ) up ) ) ) ) . )	( ( A woman ) ( ( is ( bending ( to ( ( pick something ) up ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN man)) (VP (VBG bending) (S (VP (TO to) (VP (VB pick) (NP (NN something)) (PRT (RP up)))))) (. .)))	(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG bending) (S (VP (TO to) (VP (VB pick) (NP (NN something)) (PRT (RP up))))))) (. .)))	A man bending to pick something up.	A woman is bending to pick something up.	4624487350.jpg#3	4624487350.jpg#3r1c	contradiction				
neutral	( ( ( A man ) ( bending ( to ( ( pick something ) up ) ) ) ) . )	( ( A man ) ( ( ( ( dropped something ) and ) ( is ( ( picking it ) up ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN man)) (VP (VBG bending) (S (VP (TO to) (VP (VB pick) (NP (NN something)) (PRT (RP up)))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VP (VBD dropped) (NP (NN something))) (CC and) (VP (VBZ is) (VP (VBG picking) (NP (PRP it)) (PRT (RP up))))) (. .)))	A man bending to pick something up.	A man dropped something and is picking it up.	4624487350.jpg#3	4624487350.jpg#3r1n	neutral				
contradiction	( ( A man ) ( ( appears ( to ( be ( ( closing ( a gate ) ) ( next ( to ( a ( nail-gloss ad ) ) ) ) ) ) ) ) . ) )	( ( Car parks ) ( with ( gate ( on top ) ) ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ appears) (S (VP (TO to) (VP (VB be) (VP (VBG closing) (NP (DT a) (NN gate)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (JJ nail-gloss) (NN ad))))))))) (. .)))	(ROOT (NP (NP (NN Car) (NNS parks)) (PP (IN with) (NP (NP (NN gate)) (PP (IN on) (NP (NN top)))))))	A man appears to be closing a gate next to a nail-gloss ad.	Car parks with gate on top	4624487350.jpg#2	4624487350.jpg#2r1c	contradiction				
entailment	( ( A man ) ( ( appears ( to ( be ( ( closing ( a gate ) ) ( next ( to ( a ( nail-gloss ad ) ) ) ) ) ) ) ) . ) )	( ( A man ) ( is ( ( closing ( his gate ) ) ( after ( parking ( his car ) ) ) ) ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ appears) (S (VP (TO to) (VP (VB be) (VP (VBG closing) (NP (DT a) (NN gate)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (JJ nail-gloss) (NN ad))))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG closing) (NP (PRP$ his) (NN gate)) (PP (IN after) (S (VP (VBG parking) (NP (PRP$ his) (NN car)))))))))	A man appears to be closing a gate next to a nail-gloss ad.	A man is closing his gate after parking his car	4624487350.jpg#2	4624487350.jpg#2r1e	entailment				
neutral	( ( A man ) ( ( appears ( to ( be ( ( closing ( a gate ) ) ( next ( to ( a ( nail-gloss ad ) ) ) ) ) ) ) ) . ) )	( ( A man ) ( is ( ( closing ( his gate ) ) ( after ( ( parking ( his car ) ) ( in ( his house ) ) ) ) ) ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ appears) (S (VP (TO to) (VP (VB be) (VP (VBG closing) (NP (DT a) (NN gate)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (JJ nail-gloss) (NN ad))))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG closing) (NP (PRP$ his) (NN gate)) (PP (IN after) (S (VP (VBG parking) (NP (PRP$ his) (NN car)) (PP (IN in) (NP (PRP$ his) (NN house))))))))))	A man appears to be closing a gate next to a nail-gloss ad.	A man is closing his gate after parking his car in his house	4624487350.jpg#2	4624487350.jpg#2r1n	neutral				
entailment	( ( ( A man ) ( in ( a ( blue shirt ) ) ) ) ( ( ( locks ( a ( blue shutter ) ) ) ( next ( to ( a ( nail ( polish advertisement ) ) ) ) ) ) . ) )	( ( The man ) ( ( is ( wearing cloths ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ blue) (NN shirt)))) (VP (VBZ locks) (NP (DT a) (JJ blue) (NN shutter)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN nail) (NN polish) (NN advertisement))))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG wearing) (NP (NNS cloths)))) (. .)))	A man in a blue shirt locks a blue shutter next to a nail polish advertisement.	The man is wearing cloths.	4624487350.jpg#1	4624487350.jpg#1r1e	entailment				
contradiction	( ( ( A man ) ( in ( a ( blue shirt ) ) ) ) ( ( ( locks ( a ( blue shutter ) ) ) ( next ( to ( a ( nail ( polish advertisement ) ) ) ) ) ) . ) )	( ( ( The water ) ( in ( the fountain ) ) ) ( ( ( had all ) ( dried up ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ blue) (NN shirt)))) (VP (VBZ locks) (NP (DT a) (JJ blue) (NN shutter)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN nail) (NN polish) (NN advertisement))))) (. .)))	(ROOT (S (NP (NP (DT The) (NN water)) (PP (IN in) (NP (DT the) (NN fountain)))) (VP (VBD had) (RB all) (VP (VBN dried) (PRT (RP up)))) (. .)))	A man in a blue shirt locks a blue shutter next to a nail polish advertisement.	The water in the fountain had all dried up.	4624487350.jpg#1	4624487350.jpg#1r1c	contradiction	contradiction	contradiction	contradiction	contradiction
neutral	( ( ( A man ) ( in ( a ( blue shirt ) ) ) ) ( ( ( locks ( a ( blue shutter ) ) ) ( next ( to ( a ( nail ( polish advertisement ) ) ) ) ) ) . ) )	( ( Some one ) ( ( is ( ( locking up ) ( ( the shop ) ( for ( the night ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ blue) (NN shirt)))) (VP (VBZ locks) (NP (DT a) (JJ blue) (NN shutter)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN nail) (NN polish) (NN advertisement))))) (. .)))	(ROOT (S (NP (DT Some) (NN one)) (VP (VBZ is) (VP (VBG locking) (PRT (RP up)) (NP (NP (DT the) (NN shop)) (PP (IN for) (NP (DT the) (NN night)))))) (. .)))	A man in a blue shirt locks a blue shutter next to a nail polish advertisement.	Some one is locking up the shop for the night.	4624487350.jpg#1	4624487350.jpg#1r1n	neutral				
entailment	( ( A man ) ( ( ( ( ( raising or ) lowering ) ( a ( ( ( blue and ) red ) ( garage door ) ) ) ) ( next ( to ( a ( nail ( polish poster ) ) ) ) ) ) . ) )	( ( A ( garage door ) ) ( is moving ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBG raising) (CC or) (VBG lowering) (NP (DT a) (ADJP (JJ blue) (CC and) (JJ red)) (NN garage) (NN door)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN nail) (NN polish) (NN poster))))) (. .)))	(ROOT (S (NP (DT A) (NN garage) (NN door)) (VP (VBZ is) (VP (VBG moving)))))	A man raising or lowering a blue and red garage door next to a nail polish poster.	A garage door is moving	4624487350.jpg#0	4624487350.jpg#0r1e	entailment	neutral	entailment	entailment	entailment
neutral	( ( A man ) ( ( ( ( ( raising or ) lowering ) ( a ( ( ( blue and ) red ) ( garage door ) ) ) ) ( next ( to ( a ( nail ( polish poster ) ) ) ) ) ) . ) )	( ( A man ) ( likes ( to ( collect ( nail ( polish posters ) ) ) ) ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBG raising) (CC or) (VBG lowering) (NP (DT a) (ADJP (JJ blue) (CC and) (JJ red)) (NN garage) (NN door)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN nail) (NN polish) (NN poster))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ likes) (S (VP (TO to) (VP (VB collect) (NP (NN nail) (NN polish) (NNS posters))))))))	A man raising or lowering a blue and red garage door next to a nail polish poster.	A man likes to collect nail polish posters	4624487350.jpg#0	4624487350.jpg#0r1n	neutral				
contradiction	( ( A man ) ( ( ( ( ( raising or ) lowering ) ( a ( ( ( blue and ) red ) ( garage door ) ) ) ) ( next ( to ( a ( nail ( polish poster ) ) ) ) ) ) . ) )	( ( The ( garage door ) ) ( is broken ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBG raising) (CC or) (VBG lowering) (NP (DT a) (ADJP (JJ blue) (CC and) (JJ red)) (NN garage) (NN door)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN nail) (NN polish) (NN poster))))) (. .)))	(ROOT (S (NP (DT The) (NN garage) (NN door)) (VP (VBZ is) (VP (VBN broken)))))	A man raising or lowering a blue and red garage door next to a nail polish poster.	The garage door is broken	4624487350.jpg#0	4624487350.jpg#0r1c	contradiction	contradiction	contradiction	neutral	neutral
contradiction	( ( ( The children ) ( in blue ) ) ( ( are ( singing ( for ( ( a group ) ( of people ) ) ) ) ) . ) )	( Adults ( ( are ( singing ( while ( ( ( a group ) ( of ( children ( dressed ( in red ) ) ) ) ) listen ) ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS children)) (PP (IN in) (NP (NN blue)))) (VP (VBP are) (VP (VBG singing) (PP (IN for) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS people))))))) (. .)))	(ROOT (S (NP (NNS Adults)) (VP (VBP are) (VP (VBG singing) (SBAR (IN while) (S (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (NNS children)) (VP (VBN dressed) (PP (IN in) (NP (NN red))))))) (VP (VBP listen)))))) (. .)))	The children in blue are singing for a group of people.	Adults are singing while a group of children dressed in red listen.	453634153.jpg#4	453634153.jpg#4r1c	contradiction				
neutral	( ( ( The children ) ( in blue ) ) ( ( are ( singing ( for ( ( a group ) ( of people ) ) ) ) ) . ) )	( ( ( A group ) ( of children ) ) ( ( sings ( ( Christmas Carols ) ( at ( a ( hospice center ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS children)) (PP (IN in) (NP (NN blue)))) (VP (VBP are) (VP (VBG singing) (PP (IN for) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS people))))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS children)))) (VP (VBZ sings) (NP (NP (NNP Christmas) (NNP Carols)) (PP (IN at) (NP (DT a) (JJ hospice) (NN center))))) (. .)))	The children in blue are singing for a group of people.	A group of children sings Christmas Carols at a hospice center.	453634153.jpg#4	453634153.jpg#4r1n	neutral				
